epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,5623.84,0.74744,1.36569,0.53343,1.06058,0.96333,0.90041,0.96593,0.78182,0.96213,0.90373,0.96635,0.7214,0.75754,1.29775,0.4347,1.06691,0.0011618,0.0011618,0.0011618
129,5667.26,0.75603,1.3802,0.54027,1.06591,0.94392,0.91517,0.96677,0.78116,0.94506,0.91778,0.9669,0.71978,0.75642,1.29284,0.43412,1.06265,0.0011552,0.0011552,0.0011552
130,5710.06,0.74353,1.36286,0.53277,1.05214,0.94977,0.91284,0.9684,0.78311,0.95077,0.91269,0.96837,0.72284,0.75452,1.28746,0.42941,1.06353,0.0011486,0.0011486,0.0011486
131,5752.85,0.74257,1.36556,0.52845,1.05234,0.96605,0.89888,0.96759,0.78613,0.95455,0.91209,0.9673,0.72342,0.7472,1.28727,0.42629,1.06179,0.001142,0.001142,0.001142
132,5795.93,0.74019,1.36295,0.52256,1.05416,0.96256,0.90498,0.96797,0.78841,0.96438,0.90805,0.96898,0.72542,0.73499,1.27869,0.42332,1.0522,0.0011354,0.0011354,0.0011354
133,5838.64,0.74143,1.3606,0.52848,1.05481,0.95611,0.91057,0.96724,0.79,0.95419,0.91616,0.96801,0.72821,0.73269,1.27548,0.42643,1.05015,0.0011288,0.0011288,0.0011288
134,5880.57,0.73697,1.36289,0.53498,1.0535,0.95138,0.91057,0.96495,0.78819,0.95404,0.91311,0.96579,0.72622,0.73141,1.27576,0.4304,1.05324,0.0011222,0.0011222,0.0011222
135,5923.41,0.72877,1.33581,0.52259,1.04973,0.95711,0.91845,0.96661,0.79099,0.95712,0.91667,0.96571,0.72764,0.72863,1.27844,0.42343,1.04938,0.0011156,0.0011156,0.0011156
136,5966.63,0.73963,1.35459,0.52702,1.05243,0.9557,0.90976,0.9657,0.78929,0.95783,0.91179,0.96454,0.7291,0.7239,1.27749,0.42205,1.04637,0.001109,0.001109,0.001109
137,6009.76,0.7406,1.36667,0.52514,1.05511,0.94578,0.9126,0.96542,0.79109,0.94789,0.91463,0.96499,0.7288,0.72767,1.27891,0.41848,1.05152,0.0011024,0.0011024,0.0011024
138,6052.42,0.73494,1.34368,0.52113,1.04925,0.95525,0.9112,0.96585,0.79363,0.96019,0.90699,0.96569,0.73108,0.71952,1.27345,0.41493,1.04365,0.0010958,0.0010958,0.0010958
139,6095.03,0.71446,1.33017,0.5063,1.04272,0.95928,0.9097,0.96625,0.7927,0.9631,0.91057,0.9662,0.73069,0.71845,1.26722,0.41665,1.04249,0.0010892,0.0010892,0.0010892
140,6137.39,0.7179,1.31689,0.5025,1.04033,0.96042,0.91246,0.96598,0.79432,0.96413,0.91362,0.96773,0.73327,0.71526,1.26187,0.41356,1.03915,0.0010826,0.0010826,0.0010826
141,6180.27,0.71736,1.34064,0.50967,1.04354,0.95682,0.91768,0.96745,0.7974,0.96089,0.91565,0.96857,0.7313,0.71027,1.25761,0.41042,1.03856,0.001076,0.001076,0.001076
142,6222.95,0.71322,1.32643,0.50511,1.03929,0.96049,0.91411,0.96773,0.79782,0.96178,0.91463,0.96832,0.7326,0.70946,1.2538,0.40601,1.03516,0.0010694,0.0010694,0.0010694
143,6267.22,0.71129,1.30882,0.49371,1.03999,0.96522,0.91667,0.96962,0.79997,0.96522,0.91667,0.96916,0.73598,0.70909,1.25251,0.39965,1.03516,0.0010628,0.0010628,0.0010628
144,6311.69,0.71081,1.33069,0.51179,1.04098,0.95938,0.92413,0.96908,0.80055,0.95821,0.92378,0.96877,0.73631,0.70436,1.24485,0.3986,1.03025,0.0010562,0.0010562,0.0010562
145,6355.89,0.71228,1.32283,0.50088,1.03737,0.95964,0.91827,0.97096,0.80179,0.96177,0.91667,0.97002,0.73728,0.70185,1.2457,0.40085,1.02821,0.0010496,0.0010496,0.0010496
146,6399.04,0.70902,1.32007,0.49771,1.03764,0.96135,0.92264,0.97066,0.80202,0.96135,0.92264,0.97113,0.73755,0.69795,1.24469,0.39451,1.02891,0.001043,0.001043,0.001043
147,6442.08,0.71072,1.31852,0.50377,1.04487,0.96108,0.92022,0.97027,0.80351,0.96219,0.91972,0.96993,0.7391,0.69513,1.24415,0.39132,1.02797,0.0010364,0.0010364,0.0010364
148,6484.96,0.69415,1.30011,0.49365,1.02494,0.95915,0.92429,0.97041,0.80535,0.95809,0.92327,0.97036,0.74107,0.69332,1.23956,0.39448,1.02674,0.0010298,0.0010298,0.0010298
149,6528,0.69689,1.299,0.49036,1.03048,0.95989,0.92423,0.9701,0.80783,0.95989,0.92423,0.97108,0.74276,0.69032,1.23244,0.39475,1.02446,0.0010232,0.0010232,0.0010232
150,6571.37,0.70747,1.30197,0.50006,1.03406,0.95926,0.92134,0.96889,0.80616,0.96156,0.9253,0.96947,0.74071,0.68989,1.23409,0.39649,1.02289,0.0010166,0.0010166,0.0010166
151,6615.27,0.69933,1.30808,0.49131,1.03747,0.96048,0.92628,0.97018,0.80601,0.96202,0.92657,0.97036,0.73982,0.68971,1.23586,0.39506,1.02325,0.00101,0.00101,0.00101
152,6659.2,0.70312,1.30715,0.49477,1.03611,0.96543,0.92429,0.9695,0.80471,0.96532,0.92378,0.97004,0.73991,0.6898,1.23235,0.39143,1.02531,0.0010034,0.0010034,0.0010034
153,6702.04,0.69631,1.29336,0.493,1.0298,0.96008,0.92874,0.9688,0.80611,0.96008,0.92874,0.96872,0.74185,0.68832,1.2295,0.39083,1.02405,0.0009968,0.0009968,0.0009968
154,6744.97,0.69517,1.29109,0.49267,1.02998,0.96446,0.92388,0.96948,0.80787,0.96552,0.92489,0.96933,0.74207,0.68611,1.22812,0.39085,1.0247,0.0009902,0.0009902,0.0009902
155,6787.94,0.6821,1.27251,0.47394,1.02658,0.96068,0.93039,0.97073,0.80754,0.95819,0.93158,0.96966,0.7429,0.68745,1.22909,0.39054,1.02611,0.0009836,0.0009836,0.0009836
156,6830.74,0.69119,1.27266,0.47863,1.02573,0.96487,0.92632,0.97157,0.80887,0.96517,0.92785,0.97193,0.74422,0.68495,1.22823,0.39007,1.02579,0.000977,0.000977,0.000977
157,6874.43,0.6953,1.28652,0.49436,1.02995,0.9623,0.92092,0.97213,0.8085,0.96173,0.92327,0.97263,0.74498,0.68088,1.22075,0.38599,1.02066,0.0009704,0.0009704,0.0009704
158,6918.1,0.67992,1.27357,0.47949,1.02044,0.95846,0.92612,0.9721,0.81193,0.9591,0.92632,0.97148,0.74713,0.67826,1.22129,0.38451,1.01866,0.0009638,0.0009638,0.0009638
159,6960.98,0.68847,1.28077,0.48099,1.0251,0.96295,0.92449,0.97151,0.81487,0.96401,0.92551,0.97196,0.74714,0.67407,1.21802,0.38285,1.01691,0.0009572,0.0009572,0.0009572
160,7004.01,0.67419,1.25502,0.46171,1.01831,0.9604,0.92435,0.97176,0.81727,0.96146,0.92536,0.9721,0.7494,0.66747,1.21729,0.37911,1.00991,0.0009506,0.0009506,0.0009506
161,7047.05,0.68417,1.27659,0.47524,1.02021,0.95887,0.93039,0.97271,0.81871,0.96016,0.93065,0.97289,0.75102,0.66871,1.21318,0.3771,1.01155,0.000944,0.000944,0.000944
162,7089.72,0.68295,1.27453,0.47174,1.02306,0.95294,0.93637,0.97376,0.81918,0.95642,0.93681,0.97351,0.75112,0.66608,1.2073,0.37659,1.01026,0.0009374,0.0009374,0.0009374
163,7133.3,0.68857,1.27158,0.47475,1.02489,0.95095,0.93852,0.97267,0.81898,0.95198,0.93953,0.97304,0.75203,0.66424,1.20362,0.37827,1.00842,0.0009308,0.0009308,0.0009308
164,7176.82,0.66921,1.26055,0.47286,1.01556,0.95055,0.9376,0.97233,0.81919,0.94712,0.94461,0.97261,0.75169,0.66453,1.20459,0.37677,1.00942,0.0009242,0.0009242,0.0009242
165,7219.48,0.67888,1.26053,0.46517,1.02085,0.95474,0.93394,0.97273,0.81812,0.9563,0.93547,0.97285,0.75082,0.66618,1.2047,0.3743,1.00906,0.0009176,0.0009176,0.0009176
166,7262.33,0.66946,1.25122,0.46294,1.01736,0.95974,0.93263,0.97289,0.81853,0.96276,0.93262,0.97359,0.75182,0.66713,1.20412,0.37155,1.00904,0.000911,0.000911,0.000911
167,7305.36,0.66928,1.25502,0.47137,1.01065,0.9663,0.92632,0.97302,0.81776,0.96902,0.92581,0.97338,0.7516,0.66509,1.2034,0.37088,1.00821,0.0009044,0.0009044,0.0009044
168,7348.06,0.65502,1.23153,0.45402,1.00968,0.96135,0.9354,0.97399,0.81855,0.96239,0.93628,0.97428,0.75224,0.66118,1.20086,0.3699,1.00654,0.0008978,0.0008978,0.0008978
169,7390.77,0.66772,1.2534,0.4669,1.01228,0.96923,0.92823,0.97363,0.82018,0.97028,0.92886,0.97395,0.75271,0.66124,1.20066,0.36722,1.00839,0.0008912,0.0008912,0.0008912
170,7433.48,0.65435,1.223,0.45073,1.0101,0.97151,0.9253,0.97417,0.81927,0.97114,0.92683,0.97316,0.75272,0.66118,1.19981,0.36799,1.00878,0.0008846,0.0008846,0.0008846
171,7476.11,0.64816,1.21903,0.44479,1.00568,0.97341,0.9253,0.97548,0.82114,0.97427,0.92581,0.97471,0.75455,0.66057,1.19751,0.36662,1.0072,0.000878,0.000878,0.000878
172,7520.29,0.66352,1.22927,0.4563,1.00545,0.96043,0.93741,0.97532,0.82203,0.9566,0.9409,0.97401,0.75519,0.65992,1.19581,0.36462,1.00818,0.0008714,0.0008714,0.0008714
173,7563.15,0.66498,1.24168,0.45956,1.00995,0.96042,0.93716,0.97445,0.82128,0.96037,0.9375,0.9737,0.75551,0.6596,1.19439,0.36511,1.00916,0.0008648,0.0008648,0.0008648
174,7606.24,0.65631,1.22394,0.45152,1.00687,0.96155,0.93953,0.97467,0.82227,0.96,0.93909,0.97411,0.75639,0.65638,1.19424,0.36456,1.00567,0.0008582,0.0008582,0.0008582
175,7649.1,0.66309,1.23896,0.45621,1.01343,0.95808,0.94073,0.97521,0.82169,0.95756,0.93953,0.97349,0.7557,0.65386,1.19175,0.3628,1.0032,0.0008516,0.0008516,0.0008516
176,7692.13,0.65161,1.21324,0.44784,1.00453,0.96836,0.93324,0.97536,0.8214,0.9703,0.92979,0.97512,0.7572,0.65404,1.18972,0.36189,1.00354,0.000845,0.000845,0.000845
177,7734.91,0.64907,1.22754,0.44336,1.00506,0.97132,0.93343,0.97634,0.82243,0.97012,0.93191,0.97503,0.75573,0.65369,1.18757,0.36177,1.00243,0.0008384,0.0008384,0.0008384
178,7778.93,0.64968,1.22106,0.44341,1.00573,0.97069,0.93394,0.97648,0.82123,0.96963,0.93293,0.97471,0.75572,0.65586,1.18788,0.3635,1.00345,0.0008318,0.0008318,0.0008318
179,7822.19,0.64388,1.21347,0.44107,1.00239,0.97194,0.93279,0.97612,0.82133,0.97089,0.93203,0.97494,0.75501,0.655,1.18574,0.36558,1.00299,0.0008252,0.0008252,0.0008252
180,7865.24,0.65681,1.2367,0.44936,1.008,0.97444,0.92974,0.97608,0.82098,0.96793,0.93343,0.97411,0.75456,0.65331,1.18383,0.36537,1.00249,0.0008186,0.0008186,0.0008186
181,7908.12,0.64809,1.23085,0.44775,1.00891,0.9664,0.93293,0.97521,0.82183,0.9664,0.93293,0.97397,0.75457,0.65195,1.18126,0.36492,1.0019,0.000812,0.000812,0.000812
182,7951.03,0.64222,1.2079,0.44462,1.00035,0.96193,0.9373,0.97491,0.82161,0.96191,0.93682,0.97338,0.7544,0.64801,1.18018,0.36334,0.99978,0.0008054,0.0008054,0.0008054
183,7993.64,0.65214,1.22023,0.45282,1.0079,0.96433,0.93423,0.97449,0.82169,0.96872,0.9314,0.97481,0.75566,0.64695,1.17869,0.36251,0.99955,0.0007988,0.0007988,0.0007988
184,8036.29,0.62604,1.19021,0.42985,0.99888,0.9683,0.93114,0.97397,0.82093,0.96988,0.93267,0.97498,0.75553,0.64636,1.17661,0.36292,0.99935,0.0007922,0.0007922,0.0007922
185,8079.09,0.64438,1.2216,0.44869,1.00557,0.96952,0.93242,0.97368,0.82126,0.97097,0.9348,0.97432,0.75645,0.6443,1.17515,0.3625,0.99806,0.0007856,0.0007856,0.0007856
186,8121.83,0.63721,1.19632,0.43826,0.99836,0.97106,0.9314,0.97347,0.82121,0.97159,0.93191,0.97372,0.75606,0.64233,1.17392,0.3621,0.99736,0.000779,0.000779,0.000779
187,8164.8,0.63637,1.2,0.44272,0.99736,0.97449,0.93175,0.97393,0.82471,0.97502,0.93226,0.9734,0.75706,0.63977,1.17299,0.36144,0.99587,0.0007724,0.0007724,0.0007724
188,8207.48,0.62967,1.18291,0.43465,0.99461,0.9701,0.93445,0.9733,0.82566,0.97202,0.93571,0.97343,0.75856,0.63685,1.17135,0.36019,0.99395,0.0007658,0.0007658,0.0007658
189,8250.44,0.63068,1.19404,0.43188,0.99778,0.96695,0.9375,0.97315,0.82558,0.96859,0.93801,0.97346,0.75857,0.63577,1.17038,0.36095,0.99383,0.0007592,0.0007592,0.0007592
190,8293.96,0.62454,1.19002,0.4279,0.9951,0.96402,0.93932,0.97319,0.82535,0.96401,0.93908,0.97352,0.75853,0.63456,1.17069,0.35892,0.99344,0.0007526,0.0007526,0.0007526
191,8337.37,0.63658,1.1896,0.44196,1.00525,0.96491,0.93902,0.97316,0.82591,0.96491,0.93902,0.97301,0.75799,0.63327,1.16848,0.36019,0.99322,0.000746,0.000746,0.000746
192,8380.15,0.62765,1.17548,0.43079,0.99793,0.96193,0.9372,0.9731,0.82722,0.96193,0.9372,0.97301,0.75842,0.63101,1.16728,0.36073,0.99129,0.0007394,0.0007394,0.0007394
193,8422.76,0.62109,1.17585,0.42409,0.99009,0.9709,0.93243,0.97329,0.82739,0.97303,0.93293,0.97337,0.75872,0.63147,1.16617,0.36042,0.99102,0.0007328,0.0007328,0.0007328
194,8466.06,0.62875,1.18486,0.42987,0.99035,0.96932,0.93343,0.97339,0.82648,0.97038,0.93445,0.97306,0.75992,0.63097,1.16536,0.35861,0.98997,0.0007262,0.0007262,0.0007262
195,8509.05,0.61757,1.1748,0.42717,0.98491,0.96986,0.93192,0.97347,0.8275,0.96797,0.93663,0.97326,0.76019,0.62994,1.16304,0.3575,0.98907,0.0007196,0.0007196,0.0007196
196,8551.64,0.61794,1.17622,0.42663,0.98658,0.96958,0.93343,0.97326,0.82764,0.97048,0.93394,0.97365,0.76107,0.62926,1.16281,0.35656,0.98899,0.000713,0.000713,0.000713
197,8594.42,0.6138,1.16515,0.41928,0.98943,0.97086,0.92937,0.97306,0.82789,0.96481,0.93699,0.9735,0.76168,0.62847,1.16293,0.35528,0.98894,0.0007064,0.0007064,0.0007064
198,8637.36,0.61519,1.17019,0.42481,0.9872,0.97183,0.92905,0.9732,0.8272,0.96002,0.94258,0.97217,0.76193,0.62629,1.16265,0.35519,0.98778,0.0006998,0.0006998,0.0006998
199,8680.44,0.61499,1.16288,0.42356,0.98653,0.96105,0.94038,0.97347,0.82787,0.9591,0.94309,0.97201,0.76335,0.62505,1.1621,0.35642,0.98716,0.0006932,0.0006932,0.0006932
200,8723.33,0.60942,1.15437,0.41802,0.98445,0.96033,0.9436,0.9743,0.82872,0.96033,0.9436,0.97287,0.76357,0.62472,1.16125,0.35588,0.98812,0.0006866,0.0006866,0.0006866
201,8766.08,0.60669,1.15772,0.41468,0.98631,0.9616,0.94157,0.97468,0.82914,0.96161,0.94179,0.97322,0.76389,0.62284,1.16054,0.35713,0.98554,0.00068,0.00068,0.00068
202,8810.99,0.61321,1.16676,0.42533,0.98255,0.96139,0.94055,0.9742,0.82971,0.96164,0.94267,0.97363,0.76463,0.62164,1.15834,0.35645,0.98452,0.0006734,0.0006734,0.0006734
203,8854.21,0.61634,1.15447,0.42089,0.99084,0.95952,0.94157,0.97498,0.83033,0.96108,0.94309,0.97416,0.76442,0.62031,1.1574,0.35727,0.98384,0.0006668,0.0006668,0.0006668
204,8896.85,0.60871,1.1553,0.41457,0.98224,0.95808,0.9436,0.97531,0.83109,0.96144,0.94157,0.97359,0.76463,0.61892,1.15513,0.35707,0.98314,0.0006602,0.0006602,0.0006602
205,8939.6,0.60954,1.1505,0.41451,0.98337,0.96013,0.94223,0.97522,0.83213,0.96137,0.94157,0.97311,0.7653,0.61779,1.15553,0.3572,0.9832,0.0006536,0.0006536,0.0006536
206,8982.2,0.60353,1.14264,0.41373,0.97923,0.95884,0.94411,0.97512,0.83239,0.96204,0.94011,0.97304,0.7661,0.61702,1.15714,0.35558,0.98318,0.000647,0.000647,0.000647
207,9026.21,0.60948,1.15211,0.41572,0.9865,0.96076,0.94004,0.97496,0.83303,0.96128,0.94055,0.97273,0.76577,0.61661,1.1596,0.35486,0.98364,0.0006404,0.0006404,0.0006404
208,9070.83,0.6003,1.13352,0.41113,0.97994,0.95993,0.93953,0.9747,0.83364,0.96014,0.94244,0.97228,0.76609,0.61579,1.15996,0.35515,0.98311,0.0006338,0.0006338,0.0006338
209,9113.9,0.60539,1.1557,0.41872,0.98451,0.96204,0.93648,0.97475,0.83409,0.96336,0.93902,0.97216,0.76666,0.61558,1.15881,0.35388,0.98339,0.0006272,0.0006272,0.0006272
210,9156.78,0.60348,1.14992,0.4117,0.98632,0.95942,0.93902,0.97506,0.83357,0.96149,0.94106,0.97443,0.76618,0.61501,1.15876,0.35396,0.98288,0.0006206,0.0006206,0.0006206
211,9199.64,0.60378,1.1517,0.41175,0.98173,0.95907,0.94054,0.97458,0.83396,0.9601,0.94155,0.97181,0.76749,0.6146,1.15836,0.35361,0.98315,0.000614,0.000614,0.000614
212,9242.67,0.60362,1.13932,0.41067,0.9814,0.9574,0.94055,0.97389,0.83456,0.95895,0.94207,0.97211,0.76819,0.61372,1.1567,0.35376,0.98222,0.0006074,0.0006074,0.0006074
213,9285.63,0.59537,1.14666,0.41053,0.98124,0.95852,0.93926,0.97448,0.83444,0.96007,0.94079,0.97321,0.76797,0.61331,1.15564,0.35318,0.9819,0.0006008,0.0006008,0.0006008
214,9328.54,0.58907,1.12702,0.40303,0.9745,0.95665,0.94004,0.97416,0.83492,0.9582,0.94157,0.97379,0.7684,0.6127,1.15437,0.35395,0.98132,0.0005942,0.0005942,0.0005942
215,9370.85,0.59942,1.14957,0.40774,0.98128,0.95661,0.94207,0.97432,0.83518,0.95945,0.94411,0.97475,0.76906,0.61284,1.15259,0.35381,0.98173,0.0005876,0.0005876,0.0005876
216,9413.93,0.59159,1.13937,0.40689,0.97595,0.95656,0.93984,0.9746,0.83567,0.96255,0.94029,0.97491,0.76936,0.61215,1.15108,0.35297,0.98181,0.000581,0.000581,0.000581
217,9457.5,0.59456,1.13685,0.40586,0.97391,0.96118,0.93699,0.97451,0.83581,0.9641,0.93902,0.97475,0.77133,0.61147,1.14963,0.35289,0.98105,0.0005744,0.0005744,0.0005744
218,9501.24,0.59211,1.12442,0.40591,0.97523,0.96267,0.93699,0.97452,0.83689,0.96532,0.93852,0.97367,0.77188,0.61109,1.14851,0.35179,0.98141,0.0005678,0.0005678,0.0005678
219,9544.03,0.58729,1.12885,0.39442,0.97416,0.95901,0.93918,0.97465,0.83652,0.96109,0.94121,0.97491,0.77258,0.61087,1.14778,0.35111,0.98146,0.0005612,0.0005612,0.0005612
220,9586.8,0.58537,1.11933,0.40606,0.97992,0.95619,0.94258,0.97489,0.83745,0.95825,0.94461,0.97471,0.77281,0.61005,1.14659,0.35092,0.98132,0.0005546,0.0005546,0.0005546
221,9629.87,0.5808,1.11144,0.39595,0.97599,0.95518,0.94218,0.97467,0.83761,0.96444,0.93701,0.9748,0.77238,0.60915,1.14536,0.35137,0.98071,0.000548,0.000548,0.000548
222,9673,0.58219,1.10986,0.39333,0.97457,0.96192,0.93691,0.97478,0.83772,0.964,0.93895,0.97502,0.7731,0.60933,1.14453,0.35112,0.98118,0.0005414,0.0005414,0.0005414
223,9715.7,0.58717,1.10943,0.39564,0.97532,0.96199,0.93699,0.97492,0.83861,0.96408,0.93902,0.97494,0.77351,0.60878,1.14443,0.35047,0.98091,0.0005348,0.0005348,0.0005348
224,9758.51,0.58651,1.11084,0.40003,0.97486,0.96333,0.93699,0.97542,0.83806,0.96401,0.93904,0.97438,0.77345,0.60848,1.14287,0.35017,0.9807,0.0005282,0.0005282,0.0005282
225,9801.35,0.58371,1.10346,0.39161,0.97832,0.96353,0.93648,0.97526,0.8378,0.96509,0.93801,0.9739,0.77286,0.60832,1.14192,0.35008,0.98087,0.0005216,0.0005216,0.0005216
226,9844.11,0.58356,1.11693,0.39657,0.97021,0.96337,0.93547,0.97555,0.8379,0.96494,0.93699,0.97414,0.77282,0.6084,1.14104,0.34958,0.98108,0.000515,0.000515,0.000515
227,9886.86,0.57546,1.10684,0.3869,0.96886,0.96073,0.93902,0.97569,0.83801,0.96353,0.93801,0.97452,0.7734,0.60811,1.13983,0.34903,0.9812,0.0005084,0.0005084,0.0005084
228,9929.52,0.57277,1.1048,0.38719,0.97129,0.95999,0.93801,0.97575,0.83736,0.96541,0.93605,0.97444,0.77394,0.60798,1.13891,0.34918,0.98143,0.0005018,0.0005018,0.0005018
229,9972.28,0.58106,1.10707,0.39283,0.9728,0.96564,0.93496,0.97573,0.83783,0.96722,0.93648,0.97452,0.77388,0.60749,1.13866,0.34895,0.98097,0.0004952,0.0004952,0.0004952
230,10015.2,0.57446,1.10925,0.38793,0.97038,0.96501,0.93445,0.97567,0.83763,0.96711,0.93648,0.97463,0.77355,0.60725,1.13673,0.34836,0.98098,0.0004886,0.0004886,0.0004886
231,10058.3,0.57221,1.1032,0.38691,0.96485,0.9664,0.93537,0.97604,0.83825,0.96849,0.93721,0.97474,0.77367,0.60705,1.13581,0.34778,0.98127,0.000482,0.000482,0.000482
232,10101.9,0.57029,1.10054,0.3887,0.9635,0.96536,0.93598,0.97612,0.83764,0.968,0.93751,0.97494,0.774,0.60726,1.13493,0.34733,0.98181,0.0004754,0.0004754,0.0004754
233,10144.6,0.57114,1.0976,0.39056,0.97205,0.96538,0.93515,0.9761,0.83739,0.9684,0.9375,0.97483,0.77421,0.60692,1.13411,0.3463,0.982,0.0004688,0.0004688,0.0004688
234,10187.4,0.57937,1.09455,0.38613,0.97426,0.96351,0.93648,0.97602,0.83736,0.96753,0.9375,0.97465,0.77445,0.60672,1.13393,0.34571,0.98228,0.0004622,0.0004622,0.0004622
235,10230.2,0.56234,1.08854,0.38366,0.96346,0.95912,0.94106,0.97598,0.83744,0.96947,0.93588,0.97449,0.77449,0.60704,1.13457,0.345,0.98284,0.0004556,0.0004556,0.0004556
236,10272.5,0.56914,1.08064,0.37928,0.96451,0.96829,0.93343,0.97606,0.83778,0.96888,0.93648,0.97455,0.77484,0.60641,1.13432,0.34446,0.98261,0.000449,0.000449,0.000449
237,10315.2,0.56944,1.09048,0.38891,0.96646,0.96747,0.93445,0.97582,0.8381,0.96905,0.93598,0.97424,0.77505,0.60587,1.13516,0.34387,0.98243,0.0004424,0.0004424,0.0004424
238,10358,0.56327,1.08561,0.38175,0.96408,0.96046,0.94106,0.97574,0.8381,0.96868,0.93547,0.97409,0.77495,0.60501,1.13454,0.34321,0.98154,0.0004358,0.0004358,0.0004358
239,10400.8,0.56151,1.08758,0.37626,0.96412,0.9601,0.94154,0.97618,0.83772,0.96166,0.94307,0.97489,0.77456,0.60424,1.13374,0.34236,0.98085,0.0004292,0.0004292,0.0004292
240,10443.6,0.56538,1.09022,0.38587,0.96258,0.96053,0.94258,0.97633,0.83791,0.96209,0.94411,0.97483,0.77488,0.60337,1.13449,0.34179,0.98006,0.0004226,0.0004226,0.0004226
241,10486.8,0.56233,1.07958,0.38203,0.97024,0.96343,0.94157,0.97696,0.8382,0.96447,0.94258,0.97398,0.77566,0.60307,1.13412,0.34179,0.98014,0.000416,0.000416,0.000416
242,10529.7,0.55404,1.06672,0.37384,0.96168,0.96394,0.94004,0.97647,0.83895,0.9655,0.94157,0.97416,0.77655,0.60276,1.13382,0.34133,0.98008,0.0004094,0.0004094,0.0004094
243,10572.5,0.56091,1.07609,0.37853,0.95954,0.96504,0.93976,0.97636,0.83925,0.96661,0.94129,0.97425,0.77671,0.60227,1.13217,0.34145,0.97958,0.0004028,0.0004028,0.0004028
244,10615.6,0.56107,1.07804,0.3825,0.9639,0.96553,0.93948,0.97636,0.83961,0.9671,0.941,0.9744,0.77687,0.60197,1.13166,0.34155,0.97957,0.0003962,0.0003962,0.0003962
245,10658.7,0.55715,1.0765,0.37185,0.95947,0.96577,0.93953,0.97662,0.84007,0.96686,0.94055,0.97459,0.77663,0.60131,1.13148,0.34122,0.97912,0.0003896,0.0003896,0.0003896
246,10701.5,0.56057,1.07324,0.37798,0.96554,0.96603,0.9393,0.97652,0.84058,0.96709,0.94057,0.97479,0.77732,0.60016,1.13085,0.34068,0.97854,0.000383,0.000383,0.000383
247,10744.6,0.54962,1.06052,0.37032,0.95914,0.96656,0.94008,0.97647,0.8407,0.96753,0.94157,0.97468,0.77745,0.59962,1.12957,0.34082,0.97797,0.0003764,0.0003764,0.0003764
248,10787.4,0.55634,1.06679,0.37072,0.96145,0.96533,0.94207,0.97644,0.84158,0.96566,0.94312,0.97477,0.77796,0.59898,1.12963,0.34047,0.97758,0.0003698,0.0003698,0.0003698
249,10830.3,0.54951,1.05284,0.36866,0.95818,0.96665,0.94157,0.97631,0.84157,0.96598,0.94309,0.97444,0.77797,0.59792,1.12903,0.34039,0.97691,0.0003632,0.0003632,0.0003632
250,10873.4,0.5567,1.06936,0.37469,0.96089,0.96539,0.94258,0.97631,0.84152,0.96591,0.94309,0.97432,0.77782,0.5976,1.12778,0.34011,0.97656,0.0003566,0.0003566,0.0003566
251,10916.3,0.5524,1.06749,0.36671,0.96171,0.96455,0.94309,0.97652,0.84155,0.96507,0.9436,0.97465,0.7782,0.59684,1.12729,0.33967,0.97592,0.00035,0.00035,0.00035
252,10959.1,0.54552,1.05287,0.36801,0.95931,0.96349,0.94309,0.97658,0.84191,0.96453,0.94411,0.97451,0.77827,0.59589,1.12674,0.33896,0.97558,0.0003434,0.0003434,0.0003434
253,11002,0.54831,1.04682,0.365,0.95835,0.96353,0.9436,0.97682,0.84186,0.96457,0.94461,0.97469,0.77905,0.59528,1.12594,0.33861,0.97498,0.0003368,0.0003368,0.0003368
254,11045,0.55356,1.05886,0.37133,0.9602,0.96414,0.94266,0.97729,0.84296,0.96518,0.94367,0.97478,0.77927,0.59483,1.12566,0.33807,0.97484,0.0003302,0.0003302,0.0003302
255,11088.4,0.54329,1.05213,0.36444,0.95928,0.96447,0.94258,0.97714,0.84328,0.96551,0.9436,0.97516,0.77936,0.59451,1.12496,0.33778,0.97472,0.0003236,0.0003236,0.0003236
256,11131.3,0.54825,1.0456,0.36576,0.9596,0.96365,0.94292,0.97726,0.84387,0.96469,0.94394,0.97492,0.77933,0.59452,1.12439,0.33768,0.97483,0.000317,0.000317,0.000317
257,11174.1,0.54429,1.05222,0.36378,0.95748,0.96318,0.94388,0.97742,0.84381,0.9637,0.94439,0.97478,0.7796,0.59436,1.1245,0.33745,0.97502,0.0003104,0.0003104,0.0003104
258,11217,0.53983,1.0573,0.36562,0.95446,0.96518,0.94362,0.97755,0.84394,0.96518,0.94362,0.97466,0.77981,0.59409,1.1238,0.33728,0.97505,0.0003038,0.0003038,0.0003038
259,11259.9,0.5434,1.05458,0.36707,0.95932,0.96568,0.9435,0.97753,0.84372,0.96568,0.9435,0.97453,0.77951,0.59397,1.12258,0.33736,0.97503,0.0002972,0.0002972,0.0002972
