epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,2406.19,0.95918,1.70297,0.76846,1.18475,0.90948,0.83727,0.92311,0.66964,0.91334,0.84082,0.92253,0.62634,0.98957,1.61181,0.64314,1.24616,0.0015512,0.0015512,0.0015512
70,2441.22,0.96066,1.69241,0.75858,1.18231,0.89645,0.84959,0.92147,0.66841,0.89966,0.85264,0.92444,0.62284,0.98523,1.57506,0.66112,1.24479,0.0015446,0.0015446,0.0015446
71,2476.93,0.96543,1.68574,0.75059,1.19022,0.89224,0.84565,0.92226,0.66875,0.89657,0.84553,0.92175,0.62155,0.9858,1.60224,0.65421,1.24203,0.001538,0.001538,0.001538
72,2511.25,0.95244,1.67983,0.75562,1.18374,0.90286,0.85671,0.93093,0.68048,0.91387,0.84807,0.92967,0.63301,0.9649,1.55915,0.63324,1.23565,0.0015314,0.0015314,0.0015314
73,2547.8,0.93917,1.67098,0.72841,1.17551,0.89377,0.85927,0.92918,0.67533,0.89572,0.86941,0.93188,0.6324,0.98727,1.54659,0.65123,1.23872,0.0015248,0.0015248,0.0015248
74,2583.01,0.94438,1.68034,0.75797,1.17358,0.89155,0.84959,0.92777,0.66728,0.90042,0.84858,0.92962,0.62855,0.98883,1.5915,0.64835,1.24,0.0015182,0.0015182,0.0015182
75,2618.04,0.9445,1.68253,0.75002,1.17876,0.89443,0.85722,0.93148,0.6848,0.89881,0.86208,0.93325,0.64353,0.96363,1.51653,0.62427,1.22626,0.0015116,0.0015116,0.0015116
76,2653.14,0.94092,1.64849,0.74338,1.17047,0.90386,0.85993,0.9303,0.68691,0.90706,0.86484,0.93245,0.63771,0.94891,1.51528,0.62174,1.2217,0.001505,0.001505,0.001505
77,2688.16,0.94576,1.67168,0.74511,1.17937,0.90399,0.86121,0.93573,0.68639,0.90506,0.86222,0.93363,0.64193,0.95167,1.52547,0.61651,1.21614,0.0014984,0.0014984,0.0014984
78,2722.65,0.92495,1.66613,0.71695,1.16323,0.92105,0.86077,0.93797,0.68913,0.92486,0.85925,0.93599,0.64236,0.95254,1.53454,0.60213,1.22352,0.0014918,0.0014918,0.0014918
79,2756.48,0.94118,1.67124,0.73475,1.17088,0.91301,0.85772,0.93159,0.68893,0.91836,0.86077,0.93295,0.64039,0.94597,1.52848,0.61999,1.2067,0.0014852,0.0014852,0.0014852
80,2790.31,0.92577,1.65253,0.72319,1.17318,0.90851,0.85874,0.93477,0.69011,0.91481,0.8562,0.93883,0.64386,0.94956,1.53266,0.62108,1.21345,0.0014786,0.0014786,0.0014786
81,2824.48,0.92676,1.64497,0.71182,1.16653,0.91998,0.85671,0.93427,0.69447,0.9097,0.87195,0.93611,0.64873,0.9345,1.50883,0.60298,1.20687,0.001472,0.001472,0.001472
82,2857.39,0.93026,1.65873,0.72736,1.16983,0.92082,0.85681,0.93673,0.69162,0.92449,0.86472,0.93961,0.64972,0.94153,1.49877,0.60136,1.20993,0.0014654,0.0014654,0.0014654
83,2890.43,0.93884,1.65867,0.72531,1.1728,0.91644,0.84711,0.93479,0.69704,0.92139,0.85169,0.93619,0.64616,0.93924,1.51172,0.61489,1.20388,0.0014588,0.0014588,0.0014588
84,2923.16,0.91252,1.63388,0.71142,1.16046,0.91216,0.8548,0.93858,0.69677,0.92071,0.85061,0.93906,0.64774,0.9336,1.50866,0.61047,1.1955,0.0014522,0.0014522,0.0014522
85,2957.26,0.92883,1.64645,0.71737,1.16946,0.89687,0.87398,0.93601,0.6938,0.90212,0.88042,0.94012,0.64732,0.93768,1.49739,0.59715,1.19993,0.0014456,0.0014456,0.0014456
86,2990.02,0.91069,1.63521,0.69967,1.15471,0.92171,0.87449,0.94644,0.7061,0.92666,0.87321,0.94738,0.65949,0.92353,1.47009,0.5775,1.18587,0.001439,0.001439,0.001439
87,3022.41,0.91233,1.60485,0.70021,1.15854,0.90336,0.86921,0.9381,0.69799,0.9073,0.87348,0.94251,0.65318,0.93181,1.49101,0.59759,1.19342,0.0014324,0.0014324,0.0014324
88,3055.05,0.90237,1.62255,0.69496,1.14554,0.92014,0.86179,0.93842,0.70566,0.92502,0.86636,0.94096,0.65866,0.9057,1.47685,0.58328,1.17806,0.0014258,0.0014258,0.0014258
89,3087.89,0.90105,1.60306,0.70147,1.14872,0.89241,0.88512,0.9416,0.70214,0.89502,0.8877,0.94363,0.65344,0.92687,1.48583,0.58866,1.18813,0.0014192,0.0014192,0.0014192
90,3120.63,0.91511,1.60968,0.69385,1.15101,0.93241,0.8552,0.94187,0.70713,0.93678,0.86026,0.94584,0.65948,0.90863,1.4625,0.57013,1.18365,0.0014126,0.0014126,0.0014126
91,3153.22,0.90219,1.61273,0.69545,1.14782,0.92962,0.86581,0.94363,0.7117,0.93344,0.8689,0.94487,0.66313,0.9108,1.45934,0.55956,1.18191,0.001406,0.001406,0.001406
92,3186.07,0.90628,1.60498,0.68964,1.15456,0.90979,0.88141,0.94641,0.71397,0.93279,0.86382,0.94512,0.66487,0.89569,1.44765,0.56728,1.16835,0.0013994,0.0013994,0.0013994
93,3218.54,0.89058,1.61942,0.679,1.13896,0.93367,0.86636,0.94828,0.71828,0.93593,0.87093,0.94942,0.66939,0.8945,1.44885,0.55867,1.16996,0.0013928,0.0013928,0.0013928
94,3250.85,0.89451,1.60891,0.68508,1.14615,0.9253,0.88113,0.95194,0.71909,0.92908,0.88528,0.95148,0.66842,0.89249,1.4405,0.54934,1.1632,0.0013862,0.0013862,0.0013862
95,3283.13,0.88993,1.58793,0.68203,1.13509,0.9374,0.86736,0.94975,0.71895,0.94242,0.87322,0.94916,0.6669,0.89301,1.45328,0.55495,1.16689,0.0013796,0.0013796,0.0013796
96,3316.93,0.90644,1.59758,0.68469,1.14921,0.93489,0.87144,0.94867,0.71684,0.93191,0.8689,0.94459,0.66365,0.89759,1.47111,0.55824,1.17351,0.001373,0.001373,0.001373
97,3350.09,0.87884,1.59274,0.6718,1.13519,0.93626,0.87319,0.95066,0.72616,0.93898,0.87573,0.95198,0.67627,0.87935,1.43528,0.54609,1.15985,0.0013664,0.0013664,0.0013664
98,3383,0.88168,1.58016,0.68038,1.13971,0.92559,0.8849,0.94903,0.72554,0.92245,0.88618,0.94873,0.67416,0.88119,1.43943,0.54956,1.16502,0.0013598,0.0013598,0.0013598
99,3415.62,0.87196,1.56824,0.65962,1.12543,0.93133,0.88364,0.95029,0.72903,0.93843,0.88294,0.95212,0.67573,0.87598,1.42995,0.53726,1.16095,0.0013532,0.0013532,0.0013532
100,3447.92,0.89622,1.59177,0.67646,1.142,0.9383,0.88161,0.9527,0.72962,0.94489,0.88465,0.95374,0.6774,0.8724,1.43161,0.53251,1.15587,0.0013466,0.0013466,0.0013466
101,3480.16,0.8734,1.56587,0.65008,1.132,0.93907,0.87348,0.95305,0.72805,0.9429,0.87703,0.95507,0.67788,0.87515,1.41891,0.52997,1.15769,0.00134,0.00134,0.00134
102,3512.97,0.88248,1.57905,0.66436,1.13208,0.92784,0.88567,0.95276,0.7315,0.93714,0.88629,0.95448,0.68089,0.86434,1.41743,0.52814,1.15102,0.0013334,0.0013334,0.0013334
103,3545.57,0.87537,1.57466,0.66671,1.12976,0.93562,0.87877,0.95329,0.7312,0.94104,0.88403,0.95281,0.67687,0.86937,1.41541,0.52682,1.14771,0.0013268,0.0013268,0.0013268
104,3577.95,0.87118,1.5572,0.64932,1.12686,0.9339,0.8902,0.95556,0.73288,0.93645,0.89107,0.95341,0.67928,0.8771,1.42745,0.5257,1.15165,0.0013202,0.0013202,0.0013202
105,3610.66,0.86312,1.5441,0.63786,1.12011,0.92594,0.88944,0.95412,0.73449,0.92851,0.89024,0.95161,0.68275,0.8655,1.41765,0.51718,1.14506,0.0013136,0.0013136,0.0013136
106,3643.54,0.86383,1.55016,0.65617,1.12609,0.93865,0.87703,0.95748,0.73979,0.93705,0.88497,0.95627,0.68535,0.85675,1.40054,0.5069,1.14083,0.001307,0.001307,0.001307
107,3676.49,0.86638,1.55721,0.64886,1.12809,0.95657,0.8689,0.95573,0.73436,0.95881,0.87093,0.95572,0.68468,0.85461,1.41343,0.5208,1.13635,0.0013004,0.0013004,0.0013004
108,3709.02,0.85547,1.55536,0.646,1.11904,0.93656,0.87348,0.95269,0.73653,0.94038,0.87703,0.954,0.68207,0.85959,1.41402,0.52333,1.14075,0.0012938,0.0012938,0.0012938
109,3741.29,0.86035,1.55097,0.64139,1.11543,0.9427,0.88616,0.95883,0.7392,0.9425,0.8938,0.9583,0.68766,0.84355,1.39846,0.51161,1.13205,0.0012872,0.0012872,0.0012872
110,3773.51,0.85707,1.55112,0.64212,1.11708,0.94097,0.89096,0.95861,0.74383,0.94659,0.89157,0.95901,0.68922,0.83912,1.39414,0.50612,1.1276,0.0012806,0.0012806,0.0012806
111,3807.19,0.84311,1.54349,0.61829,1.11234,0.95751,0.87957,0.95691,0.74343,0.96277,0.88059,0.95684,0.69053,0.84322,1.38657,0.50123,1.12904,0.001274,0.001274,0.001274
112,3840.08,0.84687,1.52622,0.63403,1.11622,0.95628,0.87801,0.95789,0.74417,0.9596,0.88106,0.95734,0.69013,0.83536,1.3844,0.5001,1.12751,0.0012674,0.0012674,0.0012674
113,3872.85,0.84182,1.52127,0.62206,1.10885,0.93522,0.89499,0.9592,0.74593,0.9398,0.89888,0.96036,0.69413,0.83046,1.37328,0.49809,1.12009,0.0012608,0.0012608,0.0012608
114,3905.28,0.85207,1.5505,0.63227,1.11339,0.94455,0.89634,0.96059,0.74946,0.94455,0.89634,0.95809,0.69385,0.83341,1.3765,0.49509,1.12556,0.0012542,0.0012542,0.0012542
115,3937.93,0.83979,1.5064,0.62258,1.11026,0.93969,0.90252,0.95945,0.7493,0.94142,0.90091,0.95792,0.69799,0.82603,1.37057,0.49956,1.12122,0.0012476,0.0012476,0.0012476
116,3970.47,0.83297,1.52022,0.62194,1.10417,0.95085,0.88923,0.96198,0.7484,0.94712,0.89194,0.95926,0.69617,0.82989,1.36354,0.50047,1.12248,0.001241,0.001241,0.001241
117,4003.04,0.83686,1.50824,0.60916,1.10657,0.96305,0.88735,0.96299,0.75367,0.96512,0.88589,0.96324,0.70047,0.82238,1.36253,0.49191,1.11571,0.0012344,0.0012344,0.0012344
118,4035.5,0.84401,1.52523,0.61431,1.1078,0.93902,0.89985,0.96093,0.75156,0.94008,0.90087,0.96001,0.70001,0.82038,1.35558,0.48856,1.11065,0.0012278,0.0012278,0.0012278
119,4068.44,0.83483,1.51432,0.61631,1.10631,0.93739,0.90537,0.96097,0.75623,0.93948,0.90706,0.96117,0.70119,0.81577,1.34634,0.48066,1.11238,0.0012212,0.0012212,0.0012212
120,4101.18,0.82805,1.50679,0.61477,1.10247,0.9528,0.89243,0.96232,0.75008,0.9539,0.89379,0.96195,0.69636,0.81984,1.35478,0.48589,1.11725,0.0012146,0.0012146,0.0012146
121,4133.85,0.82732,1.50489,0.60738,1.0964,0.941,0.89961,0.96107,0.75029,0.94143,0.89939,0.96099,0.69484,0.82354,1.36065,0.49262,1.12008,0.001208,0.001208,0.001208
122,4166.7,0.82743,1.50665,0.61439,1.10415,0.94795,0.89759,0.96301,0.75173,0.9547,0.89024,0.9605,0.69643,0.81803,1.36044,0.48031,1.11938,0.0012014,0.0012014,0.0012014
123,4200.09,0.82365,1.50102,0.60872,1.10098,0.94517,0.90219,0.9657,0.75613,0.94713,0.8999,0.96455,0.70129,0.81263,1.34897,0.47157,1.10975,0.0011948,0.0011948,0.0011948
124,4232.15,0.8404,1.5024,0.61382,1.10943,0.94306,0.90752,0.96445,0.75905,0.94604,0.91006,0.96528,0.7069,0.80924,1.34454,0.47275,1.1085,0.0011882,0.0011882,0.0011882
125,4265.46,0.8433,1.5138,0.62634,1.11141,0.9465,0.89736,0.96314,0.75774,0.9302,0.91159,0.96228,0.70232,0.80901,1.34965,0.47584,1.10826,0.0011816,0.0011816,0.0011816
126,4298.8,0.83043,1.50362,0.60791,1.09946,0.93722,0.90752,0.96409,0.75872,0.9364,0.90519,0.96271,0.70199,0.80959,1.35067,0.47663,1.10562,0.001175,0.001175,0.001175
127,4331.77,0.82249,1.48477,0.60002,1.09095,0.93603,0.92201,0.96455,0.76082,0.93809,0.92276,0.96503,0.70432,0.80801,1.34071,0.47158,1.10312,0.0011684,0.0011684,0.0011684
